year,month,day,hour,latitude,longitude,depth,mag
2011,7,8,1,-4.977,101.639,32.6,4.6
2011,7,18,16,-5.134,102.379,46.3,4.4
2011,7,21,21,-5.08,103.039,39,4.3
2011,8,19,21,-4.463,102.776,35,4.3
2011,10,15,18,-4.632,101.767,16.6,4.7
2011,10,30,11,-3.249,101.345,36,5.6
2011,11,29,17,-4.323,102.176,48.4,5.3
2011,12,27,8,-3.369,101.271,54.2,4.6
2012,1,7,18,-4.698,102.972,58.8,4.7
2012,2,15,15,-5.354,102.561,28.5,4
2012,2,24,14,-4.695,103.103,35,5
2012,2,28,10,-4.694,102.303,35,4.1
2012,2,28,18,-4.796,101.674,19.2,4.7
2012,2,29,17,-5.433,103.235,50.8,4.5
2012,3,10,19,-4.125,102.21,39.9,4.7
2012,3,13,19,-4.606,102.145,54.6,4.7
2012,3,30,5,-4.713,102.383,41.4,4.6
2012,6,9,23,-4.602,102.62,35,4.2
2012,6,15,5,-5.26,102.631,47.7,4.5
2012,6,20,21,-3.732,101.84,35,4.3
2012,7,4,0,-4.321,102.108,35,4.2
2012,7,20,19,-4.038,102.704,52.4,4.9
2012,7,29,14,-3.971,101.412,54.9,4.6
2012,8,9,1,-4.812,103.077,58.3,4.5
2012,10,2,14,-3.561,101.531,57,4.5
2012,10,12,8,-4.889,102.712,58.1,4.2
2012,10,18,11,-4.058,101.893,50.3,4.3
2012,10,28,17,-4.342,102.024,58,4.2
2012,10,30,11,-5.105,103.024,56.1,4.7
2012,11,6,8,-5.253,101.883,10.6,4.8
2012,11,6,8,-5.277,101.804,10,4.2
2012,11,20,21,-4.941,102.97,48.4,4.3
2012,11,22,18,-4.535,102.826,35.3,5.2
2012,12,8,20,-5.156,102.283,41,4.8
2012,12,29,19,-4.108,101.776,43.5,4.2
2013,1,31,4,-4.447,102.665,59.9,4.9
2013,2,14,9,-3.446,101.59,53.5,4.2
2013,2,14,19,-3.784,102.332,29.7,4.6
2013,4,27,5,-3.413,101.418,35.5,4.3
2013,5,7,12,-5.227,101.979,30.2,4.3
2013,5,22,19,-3.288,102.331,28.5,4.2
2013,5,29,4,-5.013,102.198,34.3,4.9
2013,6,3,15,-4.942,102.381,41.3,5.1
2013,7,5,12,-4.455,101.829,35,4.2
2013,7,23,5,-4.506,102.396,55.7,4.6
2013,7,24,21,-3.607,101.509,57.4,5.2
2013,8,30,9,-30.119,1.012.724,37.04,4.1
2013,9,19,14,-54.054,102.004,30.6,4.3
2013,11,17,2,-38.349,1.017.961,49.78,4.2
2013,12,1,9,-44.793,1.021.823,49.32,4.7
2014,2,12,16,-34.343,1.015.997,56,4.7
2014,3,9,17,-4.422,1.021.406,58.72,4.7
2014,3,23,23,-41.454,1.024.994,41.69,4.4
2014,4,3,9,-52.416,1.022.802,44.12,5.7
2014,4,3,10,-53.476,1.020.759,38.54,4.3
2014,4,11,4,-53.776,1.024.379,33.52,4.2
2014,4,16,6,-49.366,1.027.055,58.64,4.8
2014,4,23,10,-53.647,1.027.644,35,4.5
2014,5,22,20,-5.05,1.028.286,55.62,4.5
2014,5,23,6,-50.391,1.025.431,35,4.2
2014,6,21,2,-46.474,1.024.778,58.73,4.2
2014,6,21,23,-49.541,102.141,28.05,4.3
2014,7,11,4,-45.472,1.026.075,54.94,4.6
2014,7,22,20,-46.657,1.017.388,40.51,4.4
2014,7,26,16,-52.593,1.026.106,43.32,4.4
2014,9,17,2,-46.839,1.024.717,50.48,5
2014,9,26,22,-39.161,1.024.466,58,4.2
2014,9,27,2,-46.802,1.020.664,41.96,4.4
2014,10,10,3,-54.142,1.027.148,45.74,4.3
2014,10,20,14,-34.725,1.014.508,52.26,4.2
2014,11,2,13,-44.366,1.021.533,48.5,4.9
2014,11,10,2,-38.518,1.018.245,57.96,4.7
2014,11,18,17,-54.823,1.018.396,24.87,4.3
2014,12,9,21,-50.405,1.028.631,50.98,4.3
2015,1,4,17,-44.355,1.020.376,55.09,4.6
2015,1,12,21,-43.846,1.021.025,49.3,4.6
2015,1,20,14,-53.762,1.024.643,36.51,5
2015,2,1,7,-38.036,1.017.768,57.42,4.5
2015,2,19,6,-49.309,1.019.113,21.34,4.5
2015,2,25,21,-50.161,1.028.245,56.15,4.1
2015,3,15,18,-48.295,1.017.234,36.6,4.8
2015,5,30,20,-47.858,1.030.184,40.33,5.3
2015,6,19,4,-49.455,1.028.155,55.1,4.4
2015,8,11,10,-51.276,1.021.818,35,4.2
2015,8,15,8,-37.469,1.017.758,57.25,5.1
2015,9,11,14,-43.716,1.029.404,55.12,4
2015,10,19,18,-36.739,1.019.625,55.11,4.4
2015,11,9,2,-45.694,1.018.522,20.1,4.4
2015,11,28,23,-52.102,1.019.759,26.75,4.5
2015,12,11,3,-49.619,102.966,48.6,5.1
2015,12,13,20,-45.166,1.014.875,50.09,4.4
2015,12,25,10,-50.479,1.016.261,35,4.3
2016,1,25,4,-39.792,1.022.789,57.99,4.4
2016,1,30,22,-4.946,1.013.861,10,4.1
2016,2,17,19,-35.091,1.014.852,53.65,4.7
2016,2,20,23,-42.396,1.022.127,47.62,4.4
2016,3,7,0,-35.864,1.014.207,38.68,4.6
2016,3,11,12,-4.906,1.025.093,35,4.2
2016,4,10,2,-41.489,102.211,41,5.7
2016,4,10,3,-43.782,1.020.652,41.47,4.3
2016,4,17,13,-4.908,1.030.353,58.04,4.4
2016,5,9,12,-52.471,1.026.857,52.44,4.2
2016,5,30,10,-3.363,1.025.742,54.34,4.4
2016,6,7,1,-50.952,1.025.575,37.52,4.4
2016,6,18,21,-33.293,1.012.686,39.77,5.4
2016,6,21,7,-46.489,1.019.911,42.39,4.5
2016,8,7,21,-52.934,1.025.759,54.61,4.2
2016,8,18,9,-41.322,1.022.713,51.19,4.7
2016,8,20,11,-51.358,1.028.007,49.13,5
2016,9,8,19,-47.794,1.019.371,35,4.6
2016,9,12,15,-49.064,1.017.667,18.3,5.3
2016,9,17,2,-44.346,1.027.537,59.05,5.5
2016,9,17,20,-4.61,1.018.498,38.71,4.6
2016,10,13,17,-42.241,1.019.471,44.36,4.2
2016,10,13,18,-43.387,1.021.977,49.18,4.2
2016,11,22,9,-54.288,1.026.684,35,4.2
2016,11,30,10,-44.819,1.019.229,47.46,4.4
2016,12,29,1,-47.053,101.697,31.82,4.3
2016,12,29,8,-46.133,1.017.366,31.98,4.3
2017,1,12,13,-52.669,1.027.235,22.95,5.5
2017,2,26,15,-42.072,1.020.171,42.72,5.4
2017,3,12,1,-46.695,1.025.798,53.84,4.6
2017,3,30,8,-43.584,1.023.654,57.83,5
2017,3,31,3,-44.069,1.021.101,44.58,4.8
2017,4,2,13,-30.394,1.015.421,57.16,5.3
2017,4,24,3,-47.509,1.028.293,57.17,4.4
2017,5,11,21,-45.289,1.012.583,36.84,4.8
2017,5,23,13,-50.902,1.027.086,42.73,4.4
2017,6,12,20,-45.937,1.025.848,52.62,4.3
2017,6,13,22,-46.262,1.022.317,53.27,4.4
2017,6,22,1,-45.698,1.026.039,52.51,4.3
2017,6,26,15,-40.625,1.019.279,40.89,4.2
2017,7,19,15,-42.667,1.022.033,47.95,4.2
2017,7,27,19,-43.959,1.019.417,50.48,5.1
2017,8,8,11,-52.847,1.024.463,35.84,4.6
2017,8,9,5,-53.129,1.024.112,38.72,4.6
2017,8,9,9,-48.056,1.031.618,57.53,4.3
2017,8,13,3,-37.682,1.016.228,31,6.4
2017,8,13,5,-38.027,1.013.993,35,4.3
2017,10,19,17,-46.961,1.018.219,42.19,4.4
2017,11,7,10,-52.828,1.028.109,13.46,4.3
2017,11,21,18,-36.709,1.015.643,39.82,4.5
2017,11,26,5,-37.297,1.013.591,29.4,4.2
2017,12,5,20,-31.108,1.021.648,45.54,5.1
2017,12,7,15,-5.028,1.029.493,53.36,5.3
2017,12,22,17,-43.445,1.019.407,44.72,4.7
2017,12,26,5,-43.014,1.022.395,53.4,4.3
2018,1,1,7,-43.179,1.021.873,52.09,4.8
2018,1,13,7,-49.212,1.029.261,57.68,4.7
2018,1,14,4,-35.722,1.016.537,49.22,4.6
2018,2,25,3,-30.791,1.018.513,53.08,4.1
2018,3,6,16,-53.128,1.023.754,32.3,4.6
2018,3,13,9,-40.163,1.020.732,58.93,4.2
2018,3,19,7,-50.766,1.026.224,49.7,4.3
2018,4,7,12,-5.056,1.018.063,44.24,4.2
2018,4,14,14,-48.335,1.020.937,53.16,4.7
2018,4,17,13,-5.338,1.023.663,35.75,4.5
2018,5,7,15,-52.151,1.024.875,36.85,4.2
2018,5,15,1,-38.201,1.016.129,46.13,4.3
2018,5,19,19,-4.26,1.024.143,59.14,5
2018,6,4,6,-5.068,1.026.592,35,4.9
2018,6,5,2,-45.778,101.837,39.85,4.4
2018,6,29,18,-44.815,1.020.186,43.3,4.4
2018,7,14,14,-52.059,1.028.814,44.84,4.9
2018,8,22,13,-46.423,1.028.041,52.13,4.4
2018,9,11,12,-45.489,102.163,49.87,4.6
2018,9,12,7,-52.755,1.023.876,42.9,5.1
2018,9,16,6,-49.123,1.029.571,50.13,5
2018,9,18,16,-48.987,102.84,38.89,4.4
2018,10,4,18,-46.372,1.018.232,23.66,4.7
2018,11,3,15,-37.587,1.018.213,45.56,5.2
2018,11,21,14,-51.659,1.028.386,42.17,4.8
2018,12,7,14,-33.255,1.018.314,37.08,4.5
2018,12,8,4,-40.764,101.58,44.88,4.8
2018,12,8,17,-35.268,1.015.194,42.13,5.2
2018,12,11,14,-46.415,1.024.835,58.2,4.9
2018,12,15,3,-35.353,1.015.546,51.15,4.5
2019,1,11,19,-33.932,1.012.762,39,5.4
2019,1,18,5,-54.136,1.025.042,35.17,4.4
2019,2,10,14,-45.666,1.015.612,35,4.6
2019,2,10,14,-46.728,1.014.624,10,4.6
2019,2,16,1,-45.147,1.019.873,35,4.7
2019,3,23,8,-4.638,1.023.409,15.44,4.9
2019,3,25,6,-51.835,1.023.771,20.98,4.8
2019,4,13,12,-50.552,1.016.394,26.07,4.7
2019,4,18,20,-47.493,102.224,31.76,4.4
2019,4,27,13,-42.655,102.143,57.42,5
2019,5,6,8,-53.992,1.020.257,35,5.1
2019,5,28,3,-36.908,1.013.647,35,4.5
2019,7,6,12,-38.843,1.014.986,45.9,4.1
2019,7,6,16,-45.346,1.021.262,52.12,4.2
2019,7,9,22,-39.893,1.016.838,37.61,4.4
2019,8,13,18,-30.402,1.013.029,46.52,5.2
2019,8,17,13,-34.806,1.015.874,58.51,4.9
2019,8,25,14,-5.027,1.024.145,45.16,4.4
2019,8,25,14,-51.116,1.023.497,41.31,4.6
2019,11,13,0,-45.226,102.276,31.85,4.3
2019,11,15,7,-44.498,101.777,47.98,4.8
2019,11,30,23,-45.951,1.022.283,42.56,4.7
2020,1,17,1,-49.258,1.027.843,52.78,4.6
2020,1,27,3,-5.132,1.023.652,34.91,4.8
2020,2,21,22,-51.177,1.027.216,35,4.9
2020,3,6,19,-52.218,1.022.091,35,5
2020,3,26,19,-46.344,1.019.548,35,4.3
2020,4,5,22,-52.757,1.025.135,35,4.9
2020,4,13,7,-45.148,1.023.931,35,4.4
2020,4,29,8,-44.942,1.025.006,50.92,4.8
2020,6,7,15,-4.253,1.018.177,42.01,4.4
2020,7,12,6,-51.936,1.023.645,35,4.6
2020,7,15,17,-45.236,1.018.629,35,4.1
2020,7,16,14,-43.959,1.019.318,38.64,4.3
2020,7,16,21,-37.256,1.017.398,46.75,4.4
2020,7,19,14,-32.279,1.016.886,49.27,4.1
2020,7,27,12,-35.409,1.026.856,39.42,4.1
2020,8,2,4,-45.387,1.026.997,54.26,4.9
2020,8,9,7,-52.296,1.027.424,52.4,4.3
2020,9,3,16,-44.773,1.025.889,54.02,5.3
2020,9,28,1,-32.804,101.555,55.73,4.1
2020,10,10,10,-46.967,1.026.442,53.68,4.8
2020,10,16,5,-53.438,1.017.944,27.84,4.5
2020,11,1,3,-52.225,1.024.699,25.95,4.8
2020,11,2,8,-39.159,1.017.149,10,4.6
2020,11,16,23,-47.595,1.028.238,58.24,4.4
2020,11,20,17,-37.802,1.014.312,35.79,4.3
2020,11,21,16,-42.943,1.021.241,46.23,4.9
2020,11,26,18,-3.833,1.016.833,38.67,4.4
2020,11,29,14,-50.092,102.93,55.23,5.2
2020,12,4,21,-43.819,102.144,42.46,4.3
2020,12,14,8,-39.121,1.020.026,53.36,4.5
2020,12,14,18,-50.316,1.020.777,41,4.5
2020,12,17,2,-36.154,1.025.672,10,4.3
2021,1,6,17,-43.366,1.026.881,58.04,5.5
2021,1,13,6,-42.223,1.020.942,37.21,4.6
2021,1,24,13,-44.396,102.533,54.96,5.1
2021,1,30,10,-45.295,1.025.048,54.9,4.9
2021,2,5,9,-44.442,1.022.095,52.28,4.7
2021,2,18,10,-43.303,1.016.424,43.3,4.6
2021,2,21,21,-43.756,1.021.377,47.83,4.9
2021,2,28,15,-54.883,1.023.197,35,4.5
2021,3,1,0,-44.913,1.023.056,57.26,4.3
2021,3,5,18,-35.477,1.016.511,46.08,4.6
2021,3,29,4,-45.491,1.026.262,59.62,5.2
2021,5,21,18,-49.566,1.021.795,33.2,4.8
2021,5,24,12,-42.185,1.019.758,53.13,4.3
2021,6,10,10,-48.293,1.029.678,59.31,5.1
2021,6,17,15,-43.081,1.021.361,51.36,4.1
2021,6,19,21,-4.56,1.026.323,56.2,5.2
2021,7,3,13,-41.986,1.024.166,56.1,5.1
2021,7,7,23,-43.721,102.306,53.37,4.2
2021,7,14,10,-44.074,1.015.733,31.28,4.5
2021,9,2,14,-4.742,1.025.258,51.35,4.6
2021,9,9,5,-51.416,1.020.061,35,4.4
2021,9,10,1,-4.506,1.017.368,39.27,4.4
2021,10,15,23,-49.203,1.029.791,59.39,5
2021,10,23,23,-46.852,1.019.672,46.53,4.8
2021,10,26,17,-33.274,1.016.916,44.82,4.3
2021,11,1,6,-44.267,1.020.245,30.88,4.5
2021,11,16,4,-44.371,1.017.651,44.47,4.3
2021,11,17,3,-35.754,1.015.892,59.84,5
2021,11,24,21,-52.019,1.025.999,41.44,4.2
2021,11,26,14,-38.198,1.013.726,40.11,4.2
2021,12,12,22,-4.184,101.317,35,4.6
2021,12,26,14,-45.717,1.020.135,41.43,4.6
2022,1,28,23,-50.608,1.022.805,34.42,4.5
2022,2,16,7,-36.755,1.014.584,47.48,4.1
2022,2,25,23,-49.709,1.017.374,35,4.8
2022,3,18,14,-4.663,1.017.353,26.27,4.4
2022,3,18,21,-36.651,1.015.566,33.53,4.2
2022,5,10,0,-49.622,1.025.414,41.84,4.3
2022,5,16,18,-52.399,1.020.088,23,5.8
2022,5,21,8,-4.698,1.026.699,59.12,4.8
2022,5,23,12,-47.307,1.026.334,58.6,4.9
2022,7,17,12,-53.504,1.031.414,44.33,4.5
2022,7,18,7,-5.294,1.026.748,41.803,4.4
2022,7,19,23,-41.438,1.021.383,52,5.3
2022,7,20,0,-41.765,102.073,58.144,4.4
2022,8,7,2,-43.081,1.021.657,52.321,4.9
2022,8,17,5,-49.731,102.803,58.212,4.5
2022,8,23,14,-50.926,103.079,45.258,6.2
2022,8,24,2,-52.295,1.029.363,57.472,4.7
2022,8,25,3,-47.217,1.017.512,35,5
2022,9,4,8,-50.652,1.028.928,55.021,5.1
2022,9,7,18,-3.19,1.014.217,34,5.4
2022,9,8,17,-42.333,1.022.088,56.123,4.8
2022,9,29,12,-54.438,102.676,36.993,4.5
2022,10,1,13,-3.83,1.018.367,59.88,4.9
2022,10,20,2,-51.643,1.024.005,35,4.6
2022,11,16,9,-53.485,1.023.662,29.808,5.1
2022,11,28,6,-5.211,1.023.395,29.102,4.4
2022,12,7,5,-53.832,1.020.391,23.377,4.4
2022,12,25,12,-47.899,1.024.446,43.616,4.2
2023,1,14,19,-38.072,1.013.371,48.613,4.2
2023,1,20,18,-52.579,101.811,22.008,4.5
2023,1,20,18,-52.051,1.018.081,27.585,4.4
2023,2,20,20,-42.796,102.192,54.981,4.8
2023,3,3,0,-38.512,1.018.071,57.716,5
2023,3,25,9,-52.821,1.020.343,26.252,4.5
2023,5,2,22,-51.975,1.024.123,37.744,4.5
2023,5,14,5,-47.487,1.019.337,35,4.3
2023,6,1,23,-37.795,1.014.329,48.194,4.2
2023,7,10,5,-47.229,102.035,49.448,4.3
2023,7,21,3,-53.791,1.020.612,24.947,4.8
2023,9,4,8,-53.795,101.969,31.992,4.5
2023,9,5,8,-43.075,1.021.942,55.212,4.9
2023,9,18,17,-51.626,1.019.476,25.012,4.4
2023,10,3,22,-5.179,1.022.641,32.221,4.9
2023,10,5,10,-51.771,1.020.813,32.725,4.3
2023,10,29,0,-42.937,1.020.246,55.976,5.1
2023,11,5,2,-5.143,1.025.404,44.193,4.9
2023,11,11,20,-34.734,1.015.887,56.319,4.4
2023,11,12,9,-42.774,1.021.082,53.91,4.1
2023,11,15,5,-35.315,1.014.988,56.133,4.8
2023,11,16,14,-51.082,1.028.581,54.577,4.6
2024,1,3,20,-51.758,1.028.473,50.003,4.5
